3858275	3001718
3858275	3131364
3858275	3139595
3858276	466846
3858276	2879549
3858276	3120030
3858276	3387337
3858277	3685100
3858278	55828
3858278	2446021
3858278	2621372
3858278	2761179
3858278	3611507
3858279	2229003
3858279	2901801
3858279	3203058
3858279	3222745
3858280	1130716
3858280	1454857
3858280	1457550
3858280	1714684
3858280	2815971
3858280	2838266
3858280	3033016
3858281	777409
3858281	1315755
3858281	1963446
3858281	3744099
3858282	1959319
3858282	2756172
3858282	2787435
3858282	2909822
3858282	3638286
3858282	3790992
3858283	2154099
3858283	2157381
3858283	2267384
3858283	2273773
3858283	2784474
3858283	3583041
3858284	3602754
3858284	3602756
3858284	3778127
3858285	2724562
3858285	2727297
3858285	2907097
3858285	2955773
3858285	3545078
3858286	1477851
3858286	3286595
3858286	3354761
3858286	3509619
3858286	3555963
3858286	3650018
3858287	1687498
3858287	2005885
3858287	2312762
3858287	3475803
3858287	3613316
3858287	3693544
3858287	3757398
3858288	822723
3858288	2702216
3858288	3140130
3858289	2043931
3858289	2072984
3858289	3527087
3858289	3691641
3858289	3697865
3858289	3820386
3858290	1905944
3858290	1908074
3858290	2779565
3858290	3301527
3858290	3446480
3858290	3627443
3858290	3697192
3858291	1840417
3858291	2004151
3858291	2340853
3858291	2351425
3858291	2512748
3858291	3768550
3858292	3703954
3858293	3775825
3858294	3310865
3858294	3529341
3858294	3584362
3858295	3122826
3858295	3553813
3858295	3624888
3858296	3525147
3858296	3602972
3858296	3672026
3858296	3689976
3858297	2814859
3858297	3347083
3858297	3494014
3858297	3581379
3858298	1929245
3858298	2863346
3858298	2916812
3858298	3028987
3858298	3048212
3858298	3142113
3858298	3373474
3858298	3785050
3858299	3711931
3858299	3718965
3858300	1631889
3858300	2160395
3858300	2339897
3858301	2148213
3858301	3508319
3858301	3751785
3858302	2395374
3858302	3151510
3858302	3212369
3858302	3706241
3858302	3768143
3858302	3774478
3858303	2121606
3858303	2531440
3858303	2812275
3858303	3110102
3858303	3623921
3858303	3647730
3858304	3266127
3858304	3537921
3858304	3616380
3858304	3733527
3858305	1815194
3858305	2820107
3858305	3491436
3858306	3459603
3858306	3723190
3858307	3705312
3858308	2387073
3858308	3531670
3858308	3564705
3858308	3655463
3858309	3084420
3858309	3360668
3858309	3623220
3858309	3698079
3858310	3106703
3858310	3134163
3858310	3168778
3858310	3310865
3858310	3460245
3858311	2199198
3858311	2282854
3858311	2671951
3858311	2972724
3858311	3137047
3858311	3186067
3858311	3401431
3858311	3496967
3858312	2399631
3858312	2400008
3858312	3046509
3858312	3063136
3858312	3202950
3858312	3443136
3858313	2592936
3858313	2968094
3858313	3060566
3858313	3315352
3858313	3688398
3858313	3688400
3858313	3689998
3858314	2130311
3858315	2019475
3858315	2713201
3858315	3262206
3858315	3783510
3858315	3786563
3858316	2245420
3858316	2280836
3858316	2289323
3858316	2618055
3858316	3740843
3858317	766725
3858317	2329729
3858317	2973576
3858317	3449992
3858317	3805383
3858318	1108748
3858318	2045884
3858318	2394884
3858318	2532770
3858318	2584231
3858318	2591925
3858318	2691817
3858318	2836882
3858318	3110093
3858318	3174214
3858318	3555674
3858319	2640793
3858319	2781577
3858319	2817893
3858319	2867037
3858319	3008230
3858319	3066405
3858320	689778
3858320	830016
3858320	1501020
3858320	2436507
3858321	1781098
3858321	2334257
3858321	2714760
3858321	2811342
3858321	2962812
3858321	3064399
3858321	3081661
3858321	3094751
3858321	3336970
3858321	3416578
3858321	3744363
3858322	2127285
3858322	2635338
3858323	1838982
3858323	3218109
3858323	3229369
3858324	951472
3858324	1755152
3858324	1899775
3858324	2143426
3858324	2423786
3858324	2543998
3858324	3308543
3858325	447475
3858325	2528431
3858325	2728145
3858325	2830380
3858325	3218724
3858326	34608
3858326	129311
3858326	1323148
3858326	1336010
3858326	1864832
3858326	1936846
3858326	3392450
3858327	1662836
3858327	2431087
3858327	3205587
3858327	3210988
3858327	3583815
3858328	1811300
3858328	2098564
3858328	2380932
3858328	2468554
3858328	2631455
3858328	2888752
3858329	3434220
3858330	3022581
3858330	3121000
3858331	2707838
3858331	2834122
3858331	3626602
3858331	3724096
3858332	205960
3858332	3190013
3858332	3204343
3858332	3208162
3858332	3229388
3858333	1584316
3858333	1693711
3858333	2491883
3858334	497917
3858334	531060
3858334	1873595
3858334	2921386
3858334	3290799
3858334	3673710
3858335	1185538
3858335	3038597
3858335	3316669
3858336	1811781
3858336	2958963
3858336	3313047
3858337	3333353
3858337	3810318
3858338	2173406
3858338	2663952
3858338	3111777
3858338	3243903
3858339	311220
3858339	1346053
3858339	1702700
3858339	2087432
3858339	2106335
3858339	2169409
3858339	2266724
3858340	286736
3858340	2586176
3858340	2779116
3858340	2994298
3858340	3000113
3858340	3445151
3858340	3466126
3858340	3503496
3858341	3137082
3858341	3187320
3858341	3210876
3858341	3261013
3858341	3675242
3858341	3739512
3858342	732540
3858342	1126294
3858342	2107034
3858342	2196136
3858342	2359517
3858343	1457373
3858343	1566812
3858343	2086008
3858343	2323096
3858343	2814151
3858343	2851815
3858343	3341966
3858343	3670446
3858344	2563386
3858344	2594981
3858345	2447105
3858345	3739518
3858346	2996553
3858346	3070495
3858346	3220921
3858347	1896175
3858347	2526371
3858347	3053533
3858348	1384972
3858348	3287846
3858348	3717949
3858348	3724121
3858349	1486463
3858349	2366652
3858349	2637139
3858349	3273281
3858350	2475318
3858350	2814907
3858351	2781611
3858351	2959891
3858351	3571947
3858352	2945321
3858352	3005283
3858352	3063192
3858352	3383795
3858352	3490170
3858352	3583093
3858352	3745696
3858353	2310037
3858353	3648405
3858353	3660931
3858354	2053031
3858354	3022604
3858354	3359681
3858355	1700121
3858355	2532857
3858355	2722170
3858355	2987330
3858355	3203033
3858355	3606404
3858356	3060525
3858356	3065507
3858356	3258876
3858356	3388500
3858357	3091818
3858357	3147562
3858357	3263359
3858357	3295589
3858358	1814616
3858358	2290979
3858358	2325517
3858358	2387193
3858358	2641087
3858358	2696049
3858358	3201901
3858359	1326561
3858359	2064344
3858359	2181487
3858359	2677461
3858359	2684558
3858359	3004279
3858359	3007191
3858359	3380196
3858359	3691689
3858359	3756377
3858360	554300
3858360	2261565
3858360	2665035
3858360	3631631
3858361	1923020
3858361	2859567
3858361	2906064
3858361	2907151
3858361	3129535
3858361	3566546
3858361	3701219
3858362	828894
3858362	1254071
3858362	2359594
3858362	2722092
3858363	1816494
3858363	2084138
3858363	2826872
3858363	3274736
3858363	3550322
3858364	2256104
3858364	2307899
3858364	2634832
3858364	2668342
3858364	3245187
3858364	3282012
3858364	3486579
3858364	3555754
3858364	3650078
3858364	3762110
3858365	1962481
3858365	3163971
3858365	3324621
3858365	3553924
3858365	3676980
3858366	2606406
3858366	3528200
3858367	3065579
3858368	170178
3858368	456208
3858368	1837938
3858368	2017881
3858368	3213642
3858369	773612
3858369	933962
3858369	2454777
3858369	2976649
3858370	2317428
3858370	2459953
3858370	2651483
3858370	2921464
3858370	3279729
3858371	3258885
3858372	668720
3858372	1272131
3858372	2810941
3858372	3054153
3858372	3114176
3858372	3183560
3858372	3255556
3858372	3277620
3858372	3512324
3858373	411683
3858373	3062337
3858373	3320708
3858373	3462906
3858374	596217
3858374	1090171
3858374	2198985
3858374	2258560
3858374	3158236
3858374	3355852
3858374	3550339
3858375	852450
3858375	1268032
3858375	1836980
3858375	2174441
3858375	2949981
3858375	2976970
3858375	3001245
3858375	3147518
3858375	3205630
3858375	3314201
3858375	3362123
3858375	3488906
3858375	3570182
3858375	3638372
3858375	3734550
3858376	1369794
3858376	1420220
3858376	1465653
3858376	1477520
3858376	1708462
3858376	1732243
3858376	2043445
3858376	2140998
3858377	1962826
3858377	3377756
3858377	3398499
3858377	3436885
3858377	3449877
3858377	3574985
3858377	3719014
3858378	1562533
3858378	2163409
3858378	2175916
3858378	2335376
3858378	2449759
3858378	2508063
3858378	2569665
3858378	2651144
3858378	2663812
3858378	2707850
3858378	2756361
3858378	2951167
3858378	3302961
3858379	2340866
3858379	3190843
3858379	3220960
3858379	3308491
3858379	3548420
3858379	3721232
3858380	3230687
3858380	3457695
3858380	3492783
3858380	3513622
3858381	2746221
3858381	3105337
3858381	3410053
3858381	3423900
3858381	3698151
3858382	1794517
3858382	2045678
3858382	2069266
3858382	2790591
3858382	3044233
3858382	3100569
3858382	3468100
3858382	3646723
3858383	2672002
3858383	2926478
3858383	3034275
3858383	3350864
3858384	2318291
3858384	2647353
3858384	2716321
3858384	3271940
3858384	3600876
3858385	3077311
3858385	3455095
3858385	3478504
3858385	3540200
3858385	3540201
3858385	3640059
3858386	3342027
3858386	3365875
3858386	3419060
3858386	3664114
3858386	3670489
3858387	3184436
3858387	3418199
3858387	3560448
3858387	3608299
3858387	3696074
3858388	3688492
3858388	3744238
3858388	3817025
3858389	2786326
3858389	3462943
3858389	3577876
3858389	3638418
3858389	3733804
3858390	3181295
3858390	3252686
3858390	3621657
3858390	3777479
3858390	3777482
3858391	2886015
3858391	2962597
3858391	3310937
3858391	3440433
3858391	3443112
3858391	3691759
3858392	2589703
3858392	2912902
3858392	3092525
3858392	3102833
3858392	3106131
3858392	3199289
3858392	3299812
3858392	3754060
3858393	2892312
3858393	2936712
3858393	3444689
3858393	3470694
3858394	2274232
3858394	3383092
3858394	3401676
3858394	3710569
3858394	3809020
3858395	3048982
3858395	3358451
3858395	3686867
3858395	3716990
3858396	3160076
3858396	3481251
3858397	1917154
3858397	2461449
3858397	2930197
3858397	2994200
3858397	3140986
3858397	3278234
3858397	3284137
3858397	3348883
3858397	3410604
3858397	3421794
3858397	3432205
3858397	3449247
3858397	3470943
3858397	3552128
3858398	1293693
3858398	1435144
3858398	3020965
3858398	3478524
3858398	3608317
3858399	2397382
3858399	2922283
3858399	3140858
3858399	3212270
3858399	3543522
3858399	3750410
3858400	495036
3858400	1023526
3858400	1474808
3858400	1534968
3858400	1876205
3858400	2187223
3858400	3300938
3858400	3381479
3858400	3389560
3858400	3638434
3858400	3712825
3858401	3017934
3858401	3359741
3858401	3738434
3858402	2187871
3858402	3535884
3858402	3541588
3858402	3592155
3858402	3667240
3858402	3708987
3858402	3720066
3858403	2522787
3858403	2741899
3858403	3229470
3858403	3460373
3858404	2756765
3858404	2964916
3858404	3097496
3858404	3262280
3858404	3555483
3858405	2495350
3858405	2902838
3858405	3315487
3858405	3719058
3858406	2155516
3858406	2642724
3858406	3242687
3858406	3785554
3858407	2504184
3858407	3214932
3858407	3525234
3858407	3626715
3858407	3798921
3858407	3810366
3858408	1963565
3858408	2010259
3858408	2054460
3858408	2139244
3858408	2398035
3858408	2500679
3858408	3008306
3858409	2449824
3858409	3405986
3858409	3674359
3858410	1723630
3858410	2187387
3858410	2203591
3858410	2492479
3858410	2664716
3858411	607854
3858411	1223924
3858411	1304103
3858411	1648624
3858411	2304766
3858412	1483865
3858412	2239192
3858412	2354961
3858412	2841161
3858412	3028924
3858412	3055390
3858412	3403696
3858413	1483560
3858413	2209855
3858413	2439569
3858413	3353374
3858415	3668904
3858415	3780541
3858415	3781523
3858416	3324685
3858416	3327499
3858416	3680753
3858416	3781532
3858417	3036449
3858417	3108462
3858417	3159015
3858417	3550403
3858417	3668900
3858417	3738123
3858417	3745794
3858418	1642577
3858418	2039490
3858418	2313225
3858418	2797530
3858418	3267830
3858418	3295252
3858418	3354922
3858419	786586
3858419	1662612
3858420	16749
3858420	904860
3858420	3001392
3858421	1042477
3858421	1492076
3858421	3263321
3858421	3606779
3858422	3252312
3858422	3438125
3858422	3555866
3858422	3557590
3858422	3566647
3858422	3575025
3858422	3654788
3858423	873997
3858423	2709934
3858423	2710550
3858423	3143009
3858423	3167980
3858423	3301032
3858424	1071846
3858424	2601793
3858424	3076360
3858424	3147648
3858424	3169423
3858424	3461704
3858425	1382309
3858425	2987096
3858425	3435649
3858425	3492850
3858426	2741363
3858426	2887224
3858426	3731519
3858426	3748885
3858427	1610982
3858427	1702378
3858427	1766217
3858427	1807824
3858427	2700407
3858427	3316787
3858428	1956818
3858428	2471486
3858428	2742076
3858428	2804681
3858428	2851770
3858428	3119289
3858428	3561099
3858428	3588980
3858428	3628226
3858429	696068
3858429	747749
3858429	2887145
3858429	3051216
3858429	3324703
3858429	3472058
3858430	2132148
3858430	3543560
3858430	3559449
3858431	1326511
3858431	1571622
3858431	1758451
3858431	1977423
3858431	3168034
3858431	3307830
3858432	1437024
3858432	1827558
3858432	1883513
3858432	1960166
3858432	2102842
3858432	2652770
3858432	3030879
3858432	3130699
3858432	3301611
3858432	3464654
3858432	3493273
3858432	3549216
3858432	3557600
3858432	3590624
3858432	3727442
3858433	3059471
3858433	3473382
3858434	2484217
3858434	2824789
3858434	3476516
3858434	3507146
3858434	3552930
3858435	3400650
3858435	3468781
3858435	3589171
3858435	3690835
3858435	3701632
3858436	3464263
3858436	3584500
3858436	3662593
3858437	2847853
3858437	3024644
3858437	3140600
3858437	3190111
3858437	3712119
3858438	3354700
3858438	3427868
3858439	3505597
3858439	3713127
3858439	3822586
3858440	3248923
3858440	3315202
